Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown
BTCUSDT,Long,"67,131.326 USDT",38.621,"2,592,678.95 USDT","-82,037.95 USDT",-3.16 %,03/16/2024 18:05 UTC,03/16/2024 23:18 UTC,"0.97 % 67,785 USDT","-3.55 % 64,750 USDT"
PIXELUSDT,Long,0.75 USDT,"130,215","97,708.09 USDT","-2,682.94 USDT",-2.75 %,03/16/2024 14:14 UTC,03/16/2024 18:33 UTC,4.38 % 0.78 USDT,-3.71 % 0.72 USDT
BTCUSDT,Long,"67,723.29 USDT",43.866,"2,970,749.85 USDT","-7,588.14 USDT",-0.26 %,03/16/2024 14:07 UTC,03/16/2024 17:51 UTC,"1.23 % 68,557 USDT","-0.51 % 67,378 USDT"
1000BONKUSDT,Long,0.029 USDT,"16,975,959","498,706.37 USDT","-5,835.35 USDT",-1.17 %,03/16/2024 11:09 UTC,03/16/2024 11:59 UTC,1.01 % 0.03 USDT,-1.77 % 0.03 USDT
SOLUSDT,Long,180.298 USDT,"3,039","547,926.90 USDT","3,874 USDT",0.71 %,03/15/2024 16:32 UTC,03/15/2024 16:52 UTC,2.16 % 184.18 USDT,-0.25 % 179.85 USDT
1000BONKUSDT,Long,0.031 USDT,"16,129,032","498,863.27 USDT","-19,479.42 USDT",-3.90 %,03/15/2024 15:29 UTC,03/15/2024 16:51 UTC,0.92 % 0.03 USDT,-4.53 % 0.03 USDT
SOLUSDT,Short,172.885 USDT,"11,312","1,955,677.46 USDT","-24,720.89 USDT",-1.26 %,03/15/2024 09:51 UTC,03/15/2024 13:05 UTC,3.38 % 167.24 USDT,-0.85 % 174.36 USDT
SOLUSDT,Long,176.441 USDT,"11,580","2,043,184.92 USDT","-89,024.76 USDT",-4.36 %,03/15/2024 06:32 UTC,03/15/2024 08:48 UTC,3.25 % 182.18 USDT,-3.65 % 170.00 USDT
GALAUSDT,Long,0.065 USDT,"13,830,534","900,951.10 USDT","-36,519.27 USDT",-4.05 %,03/15/2024 06:33 UTC,03/15/2024 08:48 UTC,0.95 % 0.07 USDT,-4.78 % 0.06 USDT
PIXELUSDT,Long,0.734 USDT,"968,080","710,267.04 USDT","-29,349.81 USDT",-4.13 %,03/15/2024 06:33 UTC,03/15/2024 08:48 UTC,2.01 % 0.75 USDT,-5.20 % 0.70 USDT
CFXUSDT,Long,0.387 USDT,"3,045,689","1,179,959.56 USDT","-19,645.20 USDT",-1.66 %,03/15/2024 06:41 UTC,03/15/2024 08:42 UTC,4.51 % 0.40 USDT,-2.79 % 0.38 USDT
ETHUSDT,Short,"3,688.212 USDT","1,975.869","-7,287,423.37 USDT","-70,639.80 USDT",-0.97 %,03/15/2024 05:53 UTC,03/15/2024 06:26 UTC,"0.15 % 3,682 USDT","-0.78 % 3,717 USDT"
SOLUSDT,Short,174.791 USDT,"11,425","1,996,992.69 USDT","-34,052.10 USDT",-1.71 %,03/15/2024 06:03 UTC,03/15/2024 06:25 UTC,0.39 % 174.11 USDT,-1.35 % 177.19 USDT
BTCUSDT,Short,"71,540.901 USDT",40.756,"-2,915,720.96 USDT","-9,100.30 USDT",-0.31 %,03/14/2024 15:03 UTC,03/15/2024 00:22 UTC,"3.62 % 69,041 USDT","-0.26 % 71,727 USDT"
ETHUSDT,Short,"3,889.656 USDT","1,997.107","-7,768,059.73 USDT","-14,198.32 USDT",-0.18 %,03/14/2024 13:43 UTC,03/15/2024 00:22 UTC,"3.88 % 3,744 USDT","-0.92 % 3,925 USDT"
SOLUSDT,Short,168.684 USDT,"12,030","-2,029,263.27 USDT","-58,588.47 USDT",-2.89 %,03/14/2024 14:16 UTC,03/14/2024 22:26 UTC,4.91 % 160.79 USDT,-2.64 % 173.26 USDT
